timestamp,value_Luftfeuchte,value_Lautstärke,value_Temperatur
2025-03-11 01:25:00+00:00,89.829994,42.78,4.605
2025-03-11 01:26:00+00:00,89.99,43.128338,4.61
2025-03-11 01:27:00+00:00,90.28,44.176666,4.59
2025-03-11 01:28:00+00:00,90.52334,45.84,4.58
2025-03-11 01:29:00+00:00,90.62,42.989998,4.572
2025-03-11 01:30:00+00:00,90.66801,42.796,4.5420003
2025-03-11 01:31:00+00:00,90.755714,43.342857,4.517143
2025-03-11 01:32:00+00:00,90.71166,43.183334,4.483333
2025-03-11 01:33:00+00:00,90.81,42.668,4.4919996
2025-03-11 01:34:00+00:00,90.77334,44.446667,4.4966664
2025-03-11 01:35:00+00:00,90.704994,42.968334,4.5049996
2025-03-11 01:36:00+00:00,90.67667,42.646667,4.4866667
2025-03-11 01:37:00+00:00,90.7,42.7,4.506
2025-03-11 01:38:00+00:00,90.631996,42.668,4.504
2025-03-11 01:39:00+00:00,90.591995,42.764,4.498
2025-03-11 01:40:00+00:00,90.50167,42.593334,4.515
2025-03-11 01:41:00+00:00,90.37667,42.753338,4.5433335
2025-03-11 01:42:00+00:00,90.35667,42.72667,4.5266666
2025-03-11 01:43:00+00:00,90.43333,43.075,4.525
2025-03-11 01:44:00+00:00,90.545006,43.535,4.5333333
2025-03-11 01:45:00+00:00,90.68333,43.206665,4.523333
2025-03-11 01:46:00+00:00,90.84,43.263336,4.515
2025-03-11 01:47:00+00:00,90.915,42.78,4.505
2025-03-11 01:48:00+00:00,90.948,42.412,4.488
2025-03-11 01:49:00+00:00,91.22666,42.513332,4.49
2025-03-11 01:50:00+00:00,91.46334,43.748333,4.4983335
2025-03-11 01:51:00+00:00,91.47666,43.478333,4.5033336
2025-03-11 01:52:00+00:00,91.44,42.72667,4.4933333
2025-03-11 01:53:00+00:00,91.615,42.62,4.4950004
2025-03-11 01:54:00+00:00,91.706665,42.753338,4.471667
2025-03-11 01:55:00+00:00,91.84833,42.62,4.4966664
2025-03-11 01:56:00+00:00,91.93333,42.806667,4.4616666
2025-03-11 01:57:00+00:00,91.85,43.316666,4.485
2025-03-11 01:58:00+00:00,91.85,42.993332,4.4616666
2025-03-11 01:59:00+00:00,91.85,42.796,4.4900002
2025-03-11 02:00:00+00:00,91.784,42.732002,4.472
2025-03-11 02:01:00+00:00,91.585,42.486668,4.47
2025-03-11 02:02:00+00:00,91.43,43.37,4.4683332
2025-03-11 02:03:00+00:00,91.43,42.88667,4.4733334
2025-03-11 02:04:00+00:00,91.43,43.28,4.4639997
2025-03-11 02:05:00+00:00,91.363335,44.25833,4.4599996
2025-03-11 02:06:00+00:00,91.20334,43.153336,4.483333
2025-03-11 02:07:00+00:00,91.15334,42.88667,4.44
2025-03-11 02:08:00+00:00,91.238335,42.78,4.45
2025-03-11 02:09:00+00:00,91.15334,43.210003,4.4483333
2025-03-11 02:10:00+00:00,91.08,42.956,4.448
2025-03-11 02:11:00+00:00,91.206665,42.728333,4.4616666
2025-03-11 02:12:00+00:00,91.31167,42.86,4.4266667
2025-03-11 02:13:00+00:00,91.409996,43.116,4.4259996
2025-03-11 02:14:00+00:00,91.585,43.048336,4.4366665
2025-03-11 02:15:00+00:00,91.621666,43.23833,4.44
2025-03-11 02:16:00+00:00,91.48,42.940002,4.4333334
2025-03-11 02:17:00+00:00,91.41333,43.048336,4.41
2025-03-11 02:18:00+00:00,91.41333,45.385,4.431667
2025-03-11 02:19:00+00:00,91.58667,44.928333,4.4233336
2025-03-11 02:20:00+00:00,91.85,43.408,4.374
2025-03-11 02:21:00+00:00,91.956665,43.316666,4.3650002
2025-03-11 02:22:00+00:00,91.94999,43.235,4.34
2025-03-11 02:23:00+00:00,92.17167,43.745,4.3166666
2025-03-11 02:24:00+00:00,92.340004,42.995,4.2900004
2025-03-11 02:25:00+00:00,92.73334,43.236668,4.2533336
2025-03-11 02:26:00+00:00,92.93833,43.02,4.2566667
2025-03-11 02:27:00+00:00,93.263336,43.100002,4.2166667
2025-03-11 02:28:00+00:00,93.385,43.181667,4.1966667
2025-03-11 02:29:00+00:00,93.5,42.732002,4.174
2025-03-11 02:30:00+00:00,93.628334,42.806667,4.1516666
2025-03-11 02:31:00+00:00,93.68167,44.125,4.1266665
2025-03-11 02:32:00+00:00,93.85,43.246,4.116
2025-03-11 02:33:00+00:00,94.166664,42.72667,4.1116667
2025-03-11 02:34:00+00:00,94.38166,42.806667,4.103333
2025-03-11 02:35:00+00:00,94.44167,43.046665,4.1349998
2025-03-11 02:36:00+00:00,94.386665,43.829998,4.1283336
2025-03-11 02:37:00+00:00,94.29,45.052002,4.13
2025-03-11 02:38:00+00:00,94.52833,43.26167,4.095
2025-03-11 02:39:00+00:00,94.785,42.966663,4.103333
2025-03-11 02:40:00+00:00,94.996,43.892002,4.09
2025-03-11 02:41:00+00:00,95.15667,43.345,4.0833335
2025-03-11 02:42:00+00:00,96.58667,44.52667,4.0933332
2025-03-11 02:43:00+00:00,97.71167,43.61333,4.1200004
2025-03-11 02:44:00+00:00,97.79833,43.666668,4.1216664
2025-03-11 02:45:00+00:00,98.003334,43.664997,4.1316667
2025-03-11 02:46:00+00:00,98.10667,43.451664,4.145
2025-03-11 02:47:00+00:00,98.541664,47.24,4.17
2025-03-11 02:48:00+00:00,99.19833,43.208332,4.1966667
2025-03-11 02:49:00+00:00,99.35,43.075,4.2066665
2025-03-11 02:50:00+00:00,99.5075,43.665,4.1825
2025-03-11 02:51:00+00:00,99.715,44.015,4.22
2025-03-11 02:52:00+00:00,99.97143,43.805714,4.25
2025-03-11 02:53:00+00:00,99.99,45.975002,4.26
2025-03-11 02:54:00+00:00,99.99,43.235,4.2966666
2025-03-11 02:55:00+00:00,99.99,43.37,4.306667
2025-03-11 02:56:00+00:00,99.99,43.396667,4.3016667
2025-03-11 02:57:00+00:00,99.99,42.968334,4.2850003
2025-03-11 02:58:00+00:00,99.99,43.101665,4.3016667
2025-03-11 02:59:00+00:00,99.99,43.396667,4.3083334
2025-03-11 03:00:00+00:00,99.99,44.148003,4.316
2025-03-11 03:01:00+00:00,99.99,43.02,4.305
2025-03-11 03:02:00+00:00,99.99,43.048336,4.33
2025-03-11 03:03:00+00:00,99.99,42.86,4.32
2025-03-11 03:04:00+00:00,99.99,48.242,4.328
2025-03-11 03:05:00+00:00,99.99,43.425,4.34
2025-03-11 03:06:00+00:00,99.99,43.472,4.316
2025-03-11 03:07:00+00:00,99.99,43.533337,4.27
2025-03-11 03:08:00+00:00,99.99,44.954998,4.1983333
2025-03-11 03:09:00+00:00,99.99,43.8,4.108333
2025-03-11 03:10:00+00:00,99.99,43.052002,4.1080003
2025-03-11 03:11:00+00:00,99.99,43.09,4.047143
2025-03-11 03:12:00+00:00,99.99,48.311665,4.0483336
2025-03-11 03:13:00+00:00,99.99,43.478333,4.0533333
2025-03-11 03:14:00+00:00,99.99,43.478333,4.0516667
2025-03-11 03:15:00+00:00,99.99,45.305004,4.0633335
2025-03-11 03:16:00+00:00,99.99,48.876667,4.0466666
2025-03-11 03:17:00+00:00,99.99,43.75,4.0433335
2025-03-11 03:18:00+00:00,99.99,43.376,4.048
2025-03-11 03:19:00+00:00,99.99,44.899998,4.0433335
2025-03-11 03:20:00+00:00,99.99,44.312,4.04
2025-03-11 03:21:00+00:00,99.99,44.519997,4.0099998
2025-03-11 03:22:00+00:00,99.99,43.664,4.006
2025-03-11 03:23:00+00:00,99.99,43.343334,4.0016665
2025-03-11 03:24:00+00:00,99.99,46.058334,3.9983332
2025-03-11 03:25:00+00:00,99.99,43.641666,3.9750001
2025-03-11 03:26:00+00:00,99.99,43.64,3.99
2025-03-11 03:27:00+00:00,99.99,43.425,3.9716666
2025-03-11 03:28:00+00:00,99.99,43.641666,3.97
2025-03-11 03:29:00+00:00,99.99,45.278,4.002
2025-03-11 03:30:00+00:00,99.99,43.924,4.0
2025-03-11 03:31:00+00:00,99.99,43.874287,4.027143
2025-03-11 03:32:00+00:00,99.99,43.315002,4.045
2025-03-11 03:33:00+00:00,99.99,43.826664,4.0383334
2025-03-11 03:34:00+00:00,99.99,43.291668,4.0533333
2025-03-11 03:35:00+00:00,99.99,45.036667,4.0483336
2025-03-11 03:36:00+00:00,99.99,43.421665,4.0666666
2025-03-11 03:37:00+00:00,99.99,43.585003,4.036667
2025-03-11 03:38:00+00:00,99.99,43.54,4.0299997
2025-03-11 03:39:00+00:00,99.99,45.921665,4.056667
2025-03-11 03:40:00+00:00,99.99,43.803333,4.0816665
2025-03-11 03:41:00+00:00,99.99,43.502502,4.0625
2025-03-11 03:42:00+00:00,99.99,43.558334,4.0616665
2025-03-11 03:43:00+00:00,99.99,44.283337,4.076667
2025-03-11 03:44:00+00:00,99.99,43.506668,4.0499997
2025-03-11 03:45:00+00:00,99.99,44.73,4.04
2025-03-11 03:46:00+00:00,99.99,43.908337,4.0533333
2025-03-11 03:47:00+00:00,99.99,43.611668,4.04
2025-03-11 03:48:00+00:00,99.99,44.983334,4.025
2025-03-11 03:49:00+00:00,99.99,44.15167,4.016667
2025-03-11 03:50:00+00:00,99.99,46.513336,4.0316668
2025-03-11 03:51:00+00:00,99.99,44.446667,4.008333
2025-03-11 03:52:00+00:00,99.99,45.923336,4.0099998
2025-03-11 03:53:00+00:00,99.99,43.963333,4.021667
2025-03-11 03:54:00+00:00,99.99,47.34667,4.0049996
2025-03-11 03:55:00+00:00,99.99,43.963333,3.9883335
2025-03-11 03:56:00+00:00,99.99,43.506,3.9599998
2025-03-11 03:57:00+00:00,99.99,48.180004,3.9350002
2025-03-11 03:58:00+00:00,99.99,46.97,3.95
2025-03-11 03:59:00+00:00,99.99,45.466663,3.955
2025-03-11 04:00:00+00:00,99.99,46.826,3.9380002
2025-03-11 04:01:00+00:00,99.99,43.664997,3.9133332
2025-03-11 04:02:00+00:00,99.99,45.468334,3.9133332
2025-03-11 04:03:00+00:00,99.99,47.920002,3.89
2025-03-11 04:04:00+00:00,99.99,48.931667,3.8916667
2025-03-11 04:05:00+00:00,99.99,46.861668,3.8366668
2025-03-11 04:06:00+00:00,99.99,48.796665,3.835
2025-03-11 04:07:00+00:00,99.99,44.15167,3.8133333
2025-03-11 04:08:00+00:00,99.99,46.218334,3.7866666
2025-03-11 04:09:00+00:00,99.99,45.546665,3.7333333
2025-03-11 04:10:00+00:00,99.99,49.502,3.6959999
2025-03-11 04:11:00+00:00,99.99,49.306667,3.6466668
2025-03-11 04:12:00+00:00,99.99,50.460003,3.6016667
2025-03-11 04:13:00+00:00,99.99,49.818333,3.5433333
2025-03-11 04:14:00+00:00,99.99,45.493332,3.5366666
2025-03-11 04:15:00+00:00,99.99,48.983334,3.5333335
2025-03-11 04:16:00+00:00,99.99,46.326664,3.5249999
2025-03-11 04:17:00+00:00,99.99,56.202003,3.546
2025-03-11 04:18:00+00:00,99.99,46.809998,3.5349998
2025-03-11 04:19:00+00:00,99.99,51.10667,3.5416667
2025-03-11 04:20:00+00:00,99.99,47.34,3.55
2025-03-11 04:21:00+00:00,99.99,50.525715,3.57
2025-03-11 04:22:00+00:00,99.99,45.954002,3.5779998
2025-03-11 04:23:00+00:00,99.99,50.659996,3.586
2025-03-11 04:24:00+00:00,99.99,48.157143,3.602857
2025-03-11 04:25:00+00:00,99.99,48.391666,3.5983334
2025-03-11 04:26:00+00:00,99.99,45.546665,3.6066666
2025-03-11 04:27:00+00:00,99.99,49.976665,3.6000001
2025-03-11 04:28:00+00:00,99.99,51.16,3.555
2025-03-11 04:29:00+00:00,99.99,50.649998,3.5133333
2025-03-11 04:30:00+00:00,99.99,49.244,3.4740002
2025-03-11 04:31:00+00:00,99.99,49.95,3.4650002
2025-03-11 04:32:00+00:00,99.99,48.285,3.4350002
2025-03-11 04:33:00+00:00,99.99,48.929996,3.4250002
2025-03-11 04:34:00+00:00,99.99,47.629997,3.35
2025-03-11 04:35:00+00:00,99.99,45.52,3.3433332
2025-03-11 04:36:00+00:00,99.99,52.581665,3.3116665
2025-03-11 04:37:00+00:00,99.99,52.464,3.244
2025-03-11 04:38:00+00:00,99.99,48.60667,3.2483332
2025-03-11 04:39:00+00:00,99.99,48.876667,3.2333333
2025-03-11 04:40:00+00:00,99.99,49.21,3.204
2025-03-11 04:41:00+00:00,99.99,48.180004,3.2083333
2025-03-11 04:42:00+00:00,99.99,45.38667,3.2016668
2025-03-11 04:43:00+00:00,99.99,49.681667,3.2466667
2025-03-11 04:44:00+00:00,99.99,47.266666,3.22
2025-03-11 04:45:00+00:00,99.99,50.434998,3.245
2025-03-11 04:46:00+00:00,99.99,47.561665,3.2216666
2025-03-11 04:47:00+00:00,99.99,46.543335,3.256667
2025-03-11 04:48:00+00:00,99.99,48.53,3.3040001
2025-03-11 04:49:00+00:00,99.99,50.166668,3.3
2025-03-11 04:50:00+00:00,99.99,48.756,3.316
2025-03-11 04:51:00+00:00,99.99,50.825714,3.32
2025-03-11 04:52:00+00:00,99.99,46.485,3.3133333
2025-03-11 04:53:00+00:00,99.99,55.171997,3.322
2025-03-11 04:54:00+00:00,99.99,54.353333,3.32
2025-03-11 04:55:00+00:00,99.99,51.965,3.2966664
2025-03-11 04:56:00+00:00,99.99,50.111668,3.3033333
2025-03-11 04:57:00+00:00,99.99,48.42,3.2833335
2025-03-11 04:58:00+00:00,99.99,46.823997,3.284
2025-03-11 04:59:00+00:00,99.99,50.649998,3.2866666
2025-03-11 05:00:00+00:00,99.99,48.629997,3.264
2025-03-11 05:01:00+00:00,99.99,46.191666,3.2616665
2025-03-11 05:02:00+00:00,99.99,51.184998,3.2683334
2025-03-11 05:03:00+00:00,99.99,46.760002,3.252
2025-03-11 05:04:00+00:00,99.99,48.662,3.252
2025-03-11 05:05:00+00:00,99.99,47.72333,3.2183332
2025-03-11 05:06:00+00:00,99.99,51.51,3.2316666
2025-03-11 05:07:00+00:00,99.99,50.111668,3.2316666
2025-03-11 05:08:00+00:00,99.99,48.05,3.218
2025-03-11 05:09:00+00:00,99.99,52.931667,3.2216666
2025-03-11 05:10:00+00:00,99.99,51.108334,3.2283335
2025-03-11 05:11:00+00:00,99.99,50.543335,3.2066667
2025-03-11 05:12:00+00:00,99.99,48.285,3.2083333
2025-03-11 05:13:00+00:00,99.99,48.23167,3.2333333
2025-03-11 05:14:00+00:00,99.99,50.53,3.23
2025-03-11 05:15:00+00:00,99.99,51.16,3.2333333
2025-03-11 05:16:00+00:00,99.99,48.956665,3.2416668
2025-03-11 05:17:00+00:00,99.99,55.13333,3.2683334
2025-03-11 05:18:00+00:00,99.99,52.933334,3.256667
2025-03-11 05:19:00+00:00,99.99,52.581665,3.235
2025-03-11 05:20:00+00:00,99.99,48.18,3.2240002
2025-03-11 05:21:00+00:00,99.99,50.48833,3.235
2025-03-11 05:22:00+00:00,99.99,48.876667,3.2283335
2025-03-11 05:23:00+00:00,99.99,52.155,3.1883335
2025-03-11 05:24:00+00:00,99.99,52.448334,3.1850002
2025-03-11 05:25:00+00:00,99.99,49.763332,3.1616669
2025-03-11 05:26:00+00:00,99.99,53.524998,3.1283333
2025-03-11 05:27:00+00:00,99.99,52.078003,3.126
2025-03-11 05:28:00+00:00,99.99,51.265,3.118333
2025-03-11 05:29:00+00:00,99.99,48.045002,3.12
2025-03-11 05:30:00+00:00,99.99,48.598,3.1
2025-03-11 05:31:00+00:00,99.99,49.214287,3.0914285
2025-03-11 05:32:00+00:00,99.99,53.47,3.1066666
2025-03-11 05:33:00+00:00,99.99,51.618332,3.1266668
2025-03-11 05:34:00+00:00,99.99,51.786,3.0919998
2025-03-11 05:35:00+00:00,99.99,53.173336,3.1233332
2025-03-11 05:36:00+00:00,99.99,49.656666,3.115
2025-03-11 05:37:00+00:00,99.99,47.693333,3.14
2025-03-11 05:38:00+00:00,99.99,54.625,3.125
2025-03-11 05:39:00+00:00,99.99,49.626667,3.1450002
2025-03-11 05:40:00+00:00,99.99,51.308002,3.14
2025-03-11 05:41:00+00:00,99.99,55.135,3.1633332
2025-03-11 05:42:00+00:00,99.99,54.38333,3.165
2025-03-11 05:43:00+00:00,99.99,49.226665,3.1733334
2025-03-11 05:44:00+00:00,99.99,52.37,3.165
2025-03-11 05:45:00+00:00,99.99,49.225002,3.155
2025-03-11 05:46:00+00:00,99.99,51.105,3.1450002
2025-03-11 05:47:00+00:00,99.99,54.848,3.1220002
2025-03-11 05:48:00+00:00,99.99,52.368,3.074
2025-03-11 05:49:00+00:00,99.99,50.676666,3.0600002
2025-03-11 05:50:00+00:00,99.99,53.464,3.086
2025-03-11 05:51:00+00:00,99.99,50.75714,3.08
2025-03-11 05:52:00+00:00,99.99,57.620003,3.08
2025-03-11 05:53:00+00:00,99.99,54.059998,3.1166668
2025-03-11 05:54:00+00:00,99.99,57.60667,3.1000001
2025-03-11 05:55:00+00:00,99.99,52.61,3.1083333
2025-03-11 05:56:00+00:00,99.99,49.063335,3.1000001
2025-03-11 05:57:00+00:00,99.99,53.925,3.125
2025-03-11 05:58:00+00:00,99.99,56.26,3.0983334
2025-03-11 05:59:00+00:00,99.99,53.603333,3.0816667
2025-03-11 06:00:00+00:00,99.99,54.334003,3.0279999
2025-03-11 06:01:00+00:00,99.99,52.905,3.0083332
2025-03-11 06:02:00+00:00,99.99,50.326664,3.0
2025-03-11 06:03:00+00:00,99.99,48.475002,3.0033333
2025-03-11 06:04:00+00:00,99.99,49.601665,3.0033333
2025-03-11 06:05:00+00:00,99.99,57.364002,2.99
2025-03-11 06:06:00+00:00,99.99,50.434998,2.9750001
2025-03-11 06:07:00+00:00,99.99,51.725002,2.9583333
2025-03-11 06:08:00+00:00,99.99,56.101665,2.9433334
2025-03-11 06:09:00+00:00,99.99,48.663334,2.955
2025-03-11 06:10:00+00:00,99.99,52.368,2.95
2025-03-11 06:11:00+00:00,99.99,49.091663,2.955
2025-03-11 06:12:00+00:00,99.99,50.40833,2.9666665
2025-03-11 06:13:00+00:00,99.99,51.940002,2.9633334
2025-03-11 06:14:00+00:00,99.99,52.88,2.9800003
2025-03-11 06:15:00+00:00,99.99,51.375,2.9800003
2025-03-11 06:16:00+00:00,99.99,55.214996,2.993333
2025-03-11 06:17:00+00:00,99.99,52.905,3.0183334
2025-03-11 06:18:00+00:00,99.99,53.947998,3.03
2025-03-11 06:19:00+00:00,99.99,53.443333,3.0349998
2025-03-11 06:20:00+00:00,99.99,48.47333,3.0416667
2025-03-11 06:21:00+00:00,99.99,51.454998,3.0983334
2025-03-11 06:22:00+00:00,99.99,51.748333,3.045
2025-03-11 06:23:00+00:00,99.99,57.686665,3.0349998
2025-03-11 06:24:00+00:00,99.99,54.059998,3.04
2025-03-11 06:25:00+00:00,99.99,51.853996,3.03
2025-03-11 06:26:00+00:00,99.99,54.705,3.0533333
2025-03-11 06:27:00+00:00,99.99,54.558002,3.056
2025-03-11 06:28:00+00:00,99.99,54.168335,3.0366666
2025-03-11 06:29:00+00:00,99.99,56.583332,3.0666666
2025-03-11 06:30:00+00:00,99.99,48.629997,3.084
2025-03-11 06:31:00+00:00,99.99,54.193333,3.095
2025-03-11 06:32:00+00:00,99.99,55.296665,3.1266668
2025-03-11 06:33:00+00:00,99.99,51.72333,3.1450002
2025-03-11 06:34:00+00:00,99.99,58.920002,3.1450002
2025-03-11 06:35:00+00:00,99.99,52.947998,3.106
2025-03-11 06:36:00+00:00,99.99,55.535,3.1450002
2025-03-11 06:37:00+00:00,99.99,54.623333,3.1450002
2025-03-11 06:38:00+00:00,99.99,55.656,3.1620002
2025-03-11 06:39:00+00:00,99.99,58.35667,3.155
2025-03-11 06:40:00+00:00,99.99,52.947998,3.158
2025-03-11 06:41:00+00:00,99.99,55.77833,3.1433334
2025-03-11 06:42:00+00:00,99.99,55.0,3.1266668
2025-03-11 06:43:00+00:00,99.99,55.27,3.095
2025-03-11 06:44:00+00:00,99.99,55.944,3.068
2025-03-11 06:45:00+00:00,99.99,56.475002,3.1033332
2025-03-11 06:46:00+00:00,99.99,56.04833,3.1266668
2025-03-11 06:47:00+00:00,99.99,53.765,3.1466668
2025-03-11 06:48:00+00:00,99.99,56.289997,3.1466668
2025-03-11 06:49:00+00:00,99.99,56.341663,3.18
2025-03-11 06:50:00+00:00,99.99,57.685997,3.184
2025-03-11 06:51:00+00:00,99.99,55.635715,3.1857145
2025-03-11 06:52:00+00:00,99.99,58.274998,3.2033336
2025-03-11 06:53:00+00:00,99.99,56.718334,3.2150002
2025-03-11 06:54:00+00:00,99.99,54.84,3.2300003
2025-03-11 06:55:00+00:00,99.99,51.426666,3.1983335
2025-03-11 06:56:00+00:00,99.99,54.031666,3.195
2025-03-11 06:57:00+00:00,99.99,50.435997,3.2
2025-03-11 06:58:00+00:00,99.99,52.395,3.2133334
2025-03-11 06:59:00+00:00,99.99,51.966663,3.25
2025-03-11 07:00:00+00:00,99.99,56.718,3.2919998
2025-03-11 07:01:00+00:00,99.99,56.773335,3.305
2025-03-11 07:02:00+00:00,99.99,53.710003,3.3116665
2025-03-11 07:03:00+00:00,99.99,53.47,3.3133333
2025-03-11 07:04:00+00:00,99.99,53.845,3.3100002
2025-03-11 07:05:00+00:00,99.99,56.073334,3.3216667
2025-03-11 07:06:00+00:00,99.99,53.208,3.322
2025-03-11 07:07:00+00:00,99.99,52.688335,3.34
2025-03-11 07:08:00+00:00,99.99,51.88333,3.3416665
2025-03-11 07:09:00+00:00,99.99,58.301666,3.3316667
2025-03-11 07:10:00+00:00,99.99,50.918335,3.3216667
2025-03-11 07:11:00+00:00,99.99,49.065,3.305
2025-03-11 07:12:00+00:00,99.99,51.615,3.2849998
2025-03-11 07:13:00+00:00,99.99,54.914,3.284
2025-03-11 07:14:00+00:00,99.99,50.701664,3.2966664
2025-03-11 07:15:00+00:00,99.99,53.914,3.272
2025-03-11 07:16:00+00:00,99.99,52.208332,3.29
2025-03-11 07:17:00+00:00,99.99,51.51,3.3
2025-03-11 07:18:00+00:00,99.99,53.925,3.3433332
2025-03-11 07:19:00+00:00,99.99,55.243332,3.385
2025-03-11 07:20:00+00:00,99.99,53.946003,3.388
2025-03-11 07:21:00+00:00,99.99,52.960003,3.3933334
2025-03-11 07:22:00+00:00,99.99,53.226665,3.4166667
2025-03-11 07:23:00+00:00,99.99,53.38667,3.4399998
2025-03-11 07:24:00+00:00,99.99,55.806667,3.4566667
2025-03-11 07:25:00+00:00,99.99,55.78,3.485
2025-03-11 07:26:00+00:00,99.99,55.888336,3.506667
